Electrode,-29.042891865691118,80.78181387874501,-8.676161284515855,Fp1
Electrode,-0.0028421428643341457,85.48081095839217,-4.956646162338843,Fpz
Electrode,29.474798632826168,81.51696278229419,-8.544879030271122,Fp2
Electrode,-53.22582846207118,63.57829303351462,-10.748367484775507,AF7
Electrode,-34.35979802547384,74.846633456225,19.397788236228216,AF3
Electrode,0.24283870016533116,79.8619124286148,32.11996978482167,AFz
Electrode,35.479081920419866,75.50112649288485,20.225112212315157,AF4
Electrode,53.98900419391216,64.15720529477268,-10.463218626443966,AF8
Electrode,-68.9225821752199,37.7081816566463,-50.71150416392545,F9
Electrode,-68.5939528484298,38.246466243007426,-11.017033205636585,F7
Electrode,-62.31397777193874,45.74608502196151,15.96411212367719,F5
Electrode,-49.01233743871182,52.30197529466975,39.02328295877901,F3
Electrode,-27.524577494016523,57.25941006921997,56.42471140058796,F1
Electrode,0.3551385477377875,59.39786576163184,64.0593902678528,Fz
Electrode,28.584163964973147,57.658195649124636,57.38660989144793,F2
Electrode,50.58538903823936,52.796646189310515,40.09392270981888,F4
Electrode,63.779676665631854,46.133719377893776,16.429252618293265,F6
Electrode,69.73365994421957,38.69065372487533,-10.664579632857192,F8
Electrode,69.64220460724805,37.950709592284724,-50.28827369801605,F10
Electrode,-77.04593157286855,10.38275250678518,-50.02071804311532,FT9
Electrode,-76.21544622781417,10.599190387228921,-10.181303343300996,FT7
Electrode,-73.93566931906933,16.784411830797943,23.89052991729391,FC5
Electrode,-58.931066484626925,22.38678262477422,53.799047878082895,FC3
Electrode,-33.12386485048503,26.286986759496337,75.9116434137562,FC1
Electrode,0.5061807520199656,27.81028479278042,84.89554132091959,FCz
Electrode,34.53373429116915,26.393928675547663,76.29106044915686,FC2
Electrode,60.84797879634127,22.546815574837193,54.49306543846353,FC4
Electrode,75.6546395244033,17.08027087444758,24.273672804007372,FC6
Electrode,77.86823774271869,10.882674221504745,-9.865591743846627,FT8
Electrode,78.31139002822583,10.497472720575376,-49.651982649259786,FT10
Electrode,-78.86153928462647,-17.297562425255748,-48.51243922629172,T9
Electrode,-81.89834359050734,-16.918351051186765,-9.07254418843383,T7
Electrode,-80.82422469723693,-14.244376676513074,26.366782272003924,C5
Electrode,-67.49597737665039,-11.194456998940879,61.14770186168424,C3
Electrode,-38.301328228134174,-9.135655306206289,86.30977325696205,C1
ReferenceElectrode,0.0019644228556956467,-8.23663107260236,97.15233006510888,Cz
Electrode,38.51617667527205,-9.139566649454327,86.55421847676736,C2
Electrode,68.24178839906786,-11.312576511149661,61.84330213883574,C4
Electrode,82.06133753793692,-14.321222855024935,27.036046271332612,C6
Electrode,83.5255285619025,-16.796468376306898,-8.687313571793982,T8
Electrode,80.02572460237488,-17.59651125248032,-48.16043309226597,T10
Electrode,-86.69742518623282,-47.62829772463591,-47.30952084594003,TP9
Electrode,-81.26210041476983,-45.625054716894056,-7.212927767171292,TP7
Electrode,-80.04796171182785,-46.713592318450004,30.31740877746821,CP5
Electrode,-66.26288310305773,-47.508474234501,65.1864315171168,CP3
Electrode,-37.14372801929934,-48.104876534327516,89.47631418477242,CP1
Electrode,0.01952352570237581,-48.11984394439933,98.24633315570154,CPz
Electrode,37.11704420047659,-48.0329873576018,89.47869912654343,CP2
Electrode,66.09149358745877,-47.52790031898657,65.30207898677148,CP4
Electrode,80.03710846111926,-46.65309905636946,30.79185814458069,CP6
Electrode,82.10576260567902,-45.50104242823614,-6.93733036156724,TP8
Electrode,87.61341826922872,-47.16610047144039,-46.65866622082508,TP10
Electrode,-68.02033369277441,-71.39052695373049,-43.35617274155864,P9
Electrode,-72.03622517346366,-73.84858932229149,-4.207864073044254,P7
Electrode,-68.60866051987374,-77.80842951442,26.191525416769824,P5
Electrode,-55.83407636929639,-81.44346736890424,53.99164416505749,P3
Electrode,-31.026380667300106,-83.75548678075559,72.75685928158957,P1
Electrode,-0.40411125817911264,-84.12509649131114,78.95105018619645,Pz
Electrode,30.3175630298422,-83.58299245541424,73.19580450567521,P2
Electrode,54.99001806649141,-81.03133330694563,54.22573000879448,P4
Electrode,67.72047017731637,-77.29807893493084,26.568124086966172,P6
Electrode,71.77232357323732,-73.37761051619117,-3.6800620798935855,P8
Electrode,68.5524899355928,-71.54203632384247,-42.812537694680586,P10
Electrode,-51.26892805016448,-94.78077317107328,-39.41235302611839,PO9
Electrode,-54.69512231049726,-98.42132037054266,-0.3019600454161109,PO7
Electrode,-36.754536788685456,-104.74890163805206,33.242960696960544,PO3
Electrode,-0.26669114636162905,-106.57621141828518,45.444634743888436,POz
Electrode,36.09035947676071,-104.17812921260641,33.288839628863165,PO4
Electrode,54.40873777192721,-97.90975326154991,0.04274678205087995,PO8
Electrode,51.551133679761925,-94.82556016530121,-38.98669404419362,PO10
Electrode,-29.008055774739486,-114.21170808888515,4.0392152361487215,O1
Electrode,-0.00406889757573331,-117.9169369220317,8.21596925132473,Oz
Electrode,28.904197991706035,-113.69194762774727,4.33132946653387,O2
Electrode,0.005533057869771291,-115.71762769099493,-30.04365365158734,Iz
Electrode,-27.31376034069094,-110.31902175628264,-34.64233195944885,I1
Electrode,27.440249547659803,-110.21250378701752,-34.381199883799425,I2
Fiducial,0.006407052980559241,81.97047271573416,-42.95177009986407,Nz
Fiducial,0.005533057869771291,-115.71762769099493,-30.04365365158734,Iz
Fiducial,-78.72658995401717,-20.543828915149156,-47.870954415513886,LPA
Fiducial,79.68436068908044,-20.616130558177936,-47.472105478959854,RPA
